USD/NTD,EUR/USD,USD/JPY,GBP/USD,AUD/USD,USD/HKD
29.975,1.36795,103.45,1.6501,0.90295,7.75435
30.028,1.36675,103.31,1.63885,0.9036,7.75415
30.095,1.36325,104.395,1.64195,0.89165,7.7545
30.092,1.36185,104.7,1.63525,0.8814,7.75475
30.077,1.36125,104.27,1.6331,0.88065,7.7549
30.102,1.35295,104.08,1.64165,0.87795,7.7558
30.119,1.35465,104.6,1.6427,0.88225,7.75645
30.156,1.35615,104.525,1.6478,0.8865,7.75685
30.197,1.35485,104.38,1.65635,0.87985,7.7582
30.215,1.36905,103.26,1.6634,0.8698,7.76155
30.378,1.36845,102.52,1.65105,0.8716,7.76255
30.318,1.35145,101.46,1.63375,0.8892,7.76275
30.269,1.35225,101.575,1.63015,0.89575,7.75985
30.28,1.35905,102.07,1.6329,0.89425,7.75955
30.294,1.36225,102.42,1.64075,0.89345,7.75695
30.334,1.36675,102.39,1.64235,0.89995,7.75715
30.305,1.36335,102.54,1.64505,0.90585,7.75565
30.325,1.36095,102.09,1.66125,0.8936,7.75725
30.302,1.36825,101.675,1.6648,0.89905,7.75635
30.233,1.37105,101.565,1.67905,0.9051,7.75555
30.294,1.371,102.69,1.6726,0.9037,7.75555
30.293,1.37665,102.17,1.66915,0.90175,7.7554
30.301,1.3752,101.98,1.66785,0.895,7.75585
30.319,1.3717,102.575,1.66445,0.89965,7.75535
30.342,1.3738,102.265,1.66465,0.89695,7.75595
30.338,1.3737,102.55,1.66695,0.9029,7.75945
30.316,1.374,102.31,1.66745,0.9006,7.75895
30.291,1.3688,102.375,1.66705,0.89435,7.7597
30.298,1.3782,101.46,1.67465,0.8927,7.7603
30.295,1.3734,101.66,1.66575,0.89275,7.7603
30.287,1.3733,102.175,1.6669,0.89575,7.76055
30.282,1.37255,102.71,1.67105,0.9011,7.76055
30.256,1.38575,102.98,1.67385,0.90855,7.76045
30.286,1.3883,103.08,1.67335,0.9037,7.76075
30.284,1.38635,103.275,1.66325,0.9026,7.76065
30.32,1.3856,102.96,1.66225,0.89525,7.76225
30.33,1.3938,102.76,1.66635,0.90615,7.76425
30.327,1.38605,101.685,1.6618,0.9008,7.76545
30.324,1.3903,101.46,1.66395,0.9059,7.76585
30.322,1.39295,101.81,1.66365,0.90775,7.7657
30.41,1.3918,101.56,1.65915,0.91175,7.76575
30.539,1.3834,102.29,1.6537,0.90175,7.76415
30.622,1.3784,102.365,1.65105,0.9066,7.76415
30.583,1.3803,102.435,1.64885,0.9087,7.75955
30.53,1.3828,102.325,1.64885,0.9129,7.75735
30.55,1.3809,102.325,1.65265,0.91975,7.75795
30.542,1.379,102.185,1.6579,0.924,7.75875
30.512,1.37485,102.155,1.66185,0.9267,7.75765
30.475,1.3752,102.845,1.6634,0.92265,7.75765
30.414,1.3777,103.275,1.66625,0.9263,7.75735
30.285,1.38075,103.755,1.66285,0.9235,7.75735
30.3,1.3759,103.955,1.6639,0.92135,7.75725
30.244,1.3702,103.035,1.65685,0.92775,7.7569
30.252,1.3743,102.945,1.6618,0.9294,7.7553
30.085,1.3792,102.025,1.67515,0.937,7.7541
30.047,1.3846,101.715,1.67935,0.9407,7.75455
30.083,1.3894,101.605,1.67685,0.9373,7.75415
30.181,1.38545,101.645,1.67375,0.93955,7.7537
30.208,1.38165,101.865,1.6715,0.9388,7.75435
30.153,1.3818,102.185,1.67235,0.9367,7.75465
30.164,1.3839,102.035,1.68335,0.9365,7.7541
30.195,1.3814,102.395,1.6792,0.93345,7.7543
30.235,1.3819,102.575,1.68045,0.933,7.75375
30.274,1.3793,102.575,1.6793,0.9353,7.75385
30.29,1.3817,102.535,1.68265,0.9274,7.75235
30.275,1.3823,102.325,1.6787,0.9294,7.75375
30.284,1.38315,102.345,1.68065,0.9276,7.75335
30.265,1.3823,102.195,1.6788,0.9284,7.75315
30.195,1.3862,102.495,1.68145,0.9238,7.7529
30.22,1.3804,102.415,1.6819,0.92855,7.75305
30.179,1.386,102.375,1.68875,0.9278,7.75265
30.136,1.3874,101.935,1.6872,0.92655,7.7527
30.128,1.38805,102.035,1.68875,0.9276,7.7526
30.13,1.3923,101.595,1.69785,0.934,7.75185
30.104,1.3917,101.795,1.69605,0.93725,7.75185
30.09,1.3838,101.725,1.69275,0.9357,7.75175
30.148,1.3764,101.985,1.6856,0.9362,7.7516
30.177,1.3759,102.285,1.68785,0.93455,7.75225
30.185,1.37195,102.145,1.68615,0.94075,7.7516
30.148,1.3713,101.855,1.67725,0.93785,7.75165
30.152,1.37085,101.465,1.67865,0.9355,7.75205
30.13,1.37035,101.415,1.6823,0.9349,7.75205
30.136,1.3711,101.525,1.68145,0.9298,7.75185
30.148,1.3707,101.225,1.6837,0.9234,7.75275
30.13,1.36745,101.725,1.6892,0.9268,7.75325
30.117,1.3647,101.735,1.6871,0.9241,7.7536
30.098,1.362,101.895,1.68395,0.92385,7.75375
30.113,1.3653,101.975,1.686,0.92585,7.7535
30.115,1.3632,101.945,1.68115,0.9265,7.7529
30.05,1.3609,101.675,1.67275,0.92825,7.75315
29.987,1.3606,101.595,1.67375,0.93255,7.75295
30.007,1.3604,102.345,1.6745,0.9268,7.75375
30.034,1.3614,102.665,1.67235,0.9268,7.75275
30.043,1.36005,102.525,1.67455,0.9283,7.7529
30.025,1.3658,102.345,1.68115,0.9334,7.75265
30.005,1.3644,102.505,1.6807,0.9349,7.75245
30.0,1.35885,102.325,1.6808,0.936,7.75155
29.986,1.354,102.275,1.6753,0.9389,7.75225
29.998,1.3543,102.075,1.67965,0.93795,7.75175
30.0,1.35565,101.965,1.69595,0.9419,7.75165
30.003,1.35425,101.765,1.69835,0.94055,7.75155
30.004,1.3559,101.975,1.69715,0.93545,7.75175
30.008,1.3547,102.285,1.6962,0.93335,7.7514
29.985,1.3591,101.905,1.6992,0.94025,7.75085
29.991,1.3629,101.855,1.7048,0.9404,7.75095
29.99,1.3611,101.945,1.70405,0.94395,7.75125
29.977,1.3595,101.925,1.7025,0.94255,7.75175
29.985,1.3609,101.885,1.6971,0.9363,7.75145
29.938,1.3633,101.815,1.69845,0.94015,7.75145
29.903,1.3626,101.415,1.70395,0.9435,7.7513
29.864,1.36415,101.305,1.7028,0.94195,7.7509
29.884,1.3684,101.435,1.71045,0.9454,7.75015
29.862,1.3671,101.595,1.71465,0.94545,7.75015
29.867,1.36515,101.905,1.71565,0.93765,7.75045
29.872,1.3605,102.025,1.71725,0.93615,7.75075
29.897,1.3583,102.105,1.71415,0.93615,7.75025
29.901,1.3605,101.775,1.713,0.93865,7.75025
29.9,1.36165,101.615,1.71325,0.93975,7.75015
29.888,1.3645,101.545,1.71555,0.94005,7.75005
29.93,1.3598,101.275,1.7127,0.9389,7.75005
29.938,1.3603,101.415,1.71175,0.9402,7.75005
29.984,1.3619,101.595,1.7085,0.93925,7.75005
30.004,1.3559,101.755,1.71335,0.93325,7.75115
29.991,1.3525,101.525,1.71405,0.93655,7.7509
29.984,1.35235,101.315,1.71025,0.9363,7.7512
29.975,1.35435,101.195,1.70975,0.9391,7.75155
29.98,1.3524,101.505,1.7078,0.9388,7.7518
29.987,1.3459,101.445,1.70325,0.94505,7.75075
29.982,1.3469,101.78,1.69925,0.9415,7.75025
29.971,1.3429,101.825,1.69795,0.9392,7.75005
29.948,1.34305,101.97,1.69705,0.94005,7.75005
29.949,1.3406,102.105,1.69465,0.93815,7.75005
29.977,1.33965,102.765,1.69235,0.93175,7.75005
30.021,1.3386,102.93,1.6874,0.92915,7.75005
29.985,1.34205,102.675,1.68235,0.93175,7.75005
29.993,1.3422,102.485,1.68655,0.93385,7.75005
29.999,1.3366,102.59,1.6868,0.93055,7.75055
29.999,1.3385,102.435,1.68505,0.92715,7.75045
30.017,1.33595,101.825,1.68105,0.92465,7.75175
29.997,1.3399,102.145,1.67785,0.9281,7.75125
30.003,1.3374,102.28,1.67645,0.92615,7.75105
30.004,1.33645,102.29,1.6803,0.92805,7.75125
29.996,1.3363,102.59,1.66845,0.9299,7.7509
29.977,1.33645,102.53,1.6694,0.93265,7.75075
29.965,1.3394,102.33,1.67335,0.9323,7.75075
29.982,1.3357,102.585,1.67195,0.93375,7.7504
29.987,1.3304,103.21,1.66065,0.92915,7.7504
29.997,1.32465,103.865,1.6569,0.9251,7.75045
29.971,1.32895,103.735,1.65835,0.9324,7.75015
29.979,1.3208,104.17,1.65635,0.932,7.7504
29.971,1.32015,103.91,1.65875,0.9289,7.75025
29.948,1.3158,104.03,1.65485,0.9325,7.75035
29.888,1.3213,103.745,1.66015,0.93625,7.75015
29.905,1.3176,103.805,1.6583,0.9348,7.7502
29.874,1.3127,104.185,1.6602,0.9341,7.75015
29.912,1.3123,104.825,1.65885,0.9297,7.75025
29.928,1.3129,105.065,1.6461,0.9282,7.75035
29.898,1.3145,104.835,1.64555,0.9341,7.75025
29.935,1.2933,105.345,1.63095,0.9338,7.75025
29.939,1.2878,106.25,1.60755,0.9259,7.75025
29.966,1.2925,106.445,1.6114,0.91625,7.7503
29.984,1.291,106.925,1.6202,0.91885,7.7503
30.008,1.2922,107.275,1.62355,0.9061,7.75055
30.036,1.2955,107.27,1.62395,0.89895,7.75085
30.12,1.29405,107.23,1.62175,0.9013,7.75105
30.122,1.29515,107.265,1.6282,0.90655,7.75095
30.242,1.28575,108.825,1.6273,0.8959,7.7514
30.243,1.2913,109.055,1.64575,0.897,7.75115
30.192,1.28635,108.77,1.63545,0.89315,7.75135
30.237,1.285,108.75,1.63805,0.8911,7.7514
30.249,1.285,108.575,1.6405,0.88735,7.75145
30.277,1.27645,109.195,1.6324,0.88145,7.7524
30.3,1.2745,109.025,1.63035,0.87545,7.75595
30.48,1.2671,109.66,1.6225,0.87025,7.76185
30.453,1.2692,109.36,1.62605,0.87535,7.7628
30.48,1.2618,109.865,1.61895,0.8678,7.7648
30.414,1.2655,108.76,1.62285,0.88045,7.76435
30.4,1.2653,108.83,1.61335,0.8794,7.76235
30.469,1.25185,109.55,1.59845,0.86915,7.7567
30.445,1.26335,108.72,1.60685,0.87765,7.75445
30.424,1.2629,108.485,1.60575,0.87615,7.75685
30.371,1.2744,107.94,1.61815,0.88675,7.75565
30.397,1.26765,107.24,1.61105,0.8731,7.7572
30.415,1.2727,107.045,1.60795,0.8797,7.75595
30.401,1.2642,107.245,1.59075,0.87315,7.75635
30.368,1.2816,106.16,1.59765,0.87865,7.75735
30.415,1.2803,106.185,1.60785,0.8753,7.7582
30.396,1.27575,107.29,1.61065,0.87725,7.75755
30.38,1.28205,106.375,1.6179,0.8811,7.75805
30.384,1.2723,107.025,1.6119,0.87875,7.75645
30.395,1.2639,107.26,1.6054,0.876,7.75685
30.403,1.2657,108.01,1.60445,0.87755,7.75775
30.384,1.27065,107.95,1.6105,0.8814,7.7571
30.393,1.2701,107.87,1.61275,0.88165,7.7573
30.368,1.2737,108.125,1.6142,0.8869,7.75625
30.383,1.2594,109.11,1.59725,0.8767,7.7557
30.376,1.25745,110.615,1.59765,0.8794,7.75525
30.485,1.2484,112.72,1.59735,0.87385,7.75535
30.497,1.2521,113.42,1.60005,0.87215,7.75375
30.492,1.2559,114.0,1.60125,0.87365,7.75175
30.612,1.25275,114.155,1.5989,0.86155,7.75245
30.605,1.2377,115.33,1.58255,0.8557,7.75265
30.561,1.24785,114.08,1.59005,0.8669,7.7523
30.545,1.2421,115.245,1.5839,0.8624,7.75395
30.634,1.2469,115.645,1.59125,0.8676,7.75415
30.623,1.2443,115.69,1.57675,0.8688,7.75435
30.645,1.2435,116.17,1.56595,0.8683,7.75515
30.674,1.2545,115.71,1.572,0.8789,7.7548
30.711,1.2469,116.59,1.56495,0.8718,7.75475
30.786,1.2518,117.3,1.56145,0.8666,7.75485
30.909,1.25475,118.665,1.5678,0.85885,7.7559
30.922,1.2553,117.77,1.56945,0.8642,7.75565
30.916,1.23945,117.93,1.5663,0.86875,7.75615
30.912,1.2424,117.925,1.56845,0.86005,7.75645
30.874,1.247,117.82,1.56965,0.8542,7.7552
30.87,1.2506,117.37,1.57865,0.859,7.75395
30.954,1.2449,118.23,1.57105,0.8497,7.75315
31.039,1.2449,118.85,1.56155,0.85075,7.75405
31.046,1.2465,118.48,1.5726,0.85095,7.75515
31.12,1.23785,119.2,1.5644,0.8403,7.75465
31.141,1.2305,119.915,1.56815,0.83975,7.75295
31.112,1.2378,120.025,1.5639,0.8374,7.75155
31.193,1.2291,121.525,1.55645,0.82835,7.75155
31.227,1.2315,120.145,1.5643,0.82405,7.7522
31.211,1.2392,118.945,1.56835,0.83215,7.75225
31.201,1.24505,118.14,1.57115,0.8325,7.75145
31.31,1.23955,118.805,1.57235,0.82755,7.75295
31.329,1.24445,118.68,1.5717,0.8238,7.75295
31.305,1.24545,117.4,1.565,0.8223,7.753
31.312,1.24895,116.88,1.57235,0.8154,7.75385
31.404,1.23435,118.43,1.55905,0.81345,7.75475
31.48,1.22825,119.3,1.56555,0.81895,7.75355
31.545,1.22395,119.57,1.5642,0.81635,7.75525
31.669,1.22325,120.13,1.55885,0.8117,7.7577
31.828,1.21805,120.36,1.55235,0.81145,7.7593
31.735,1.22165,120.48,1.5556,0.8112,7.7608
31.721,1.22165,120.195,1.55575,0.81285,7.7597
31.709,1.21815,120.365,1.55595,0.8108,7.75975
31.743,1.21985,120.275,1.55835,0.8139,7.7593
31.735,1.21405,120.455,1.55155,0.81285,7.7579
31.6,1.21565,119.695,1.55625,0.81885,7.7567
32.007,1.19425,120.555,1.52865,0.8055,7.75655
31.998,1.19555,119.115,1.52595,0.8138,7.75475
31.972,1.18755,118.995,1.51385,0.8074,7.7547
31.99,1.182,119.72,1.50835,0.8106,7.7554
31.957,1.18105,119.275,1.50975,0.8139,7.75455
31.845,1.18575,118.165,1.51625,0.82465,7.75375
31.811,1.18295,118.395,1.51595,0.81655,7.75375
31.774,1.17925,117.045,1.5167,0.80885,7.7537
31.747,1.17665,117.795,1.52285,0.8204,7.75435
31.615,1.16325,116.325,1.5182,0.82315,7.75155
31.512,1.15575,117.205,1.51375,0.82135,7.75205
31.595,1.15795,118.315,1.5075,0.8184,7.7526
31.554,1.15665,117.865,1.51535,0.821,7.7532
31.46,1.15925,118.205,1.51335,0.8068,7.75325
31.32,1.13255,118.635,1.49865,0.7982,7.75255
31.312,1.11795,117.635,1.5003,0.7884,7.7528
31.274,1.12405,118.235,1.51035,0.79335,7.75215
31.218,1.13365,118.175,1.51625,0.79905,7.75235
31.414,1.12685,117.785,1.51345,0.78665,7.75175
31.508,1.13375,117.865,1.5082,0.7793,7.752
31.655,1.13105,117.605,1.50785,0.7785,7.75415
31.562,1.13245,116.975,1.50165,0.7655,7.75455
31.419,1.14795,117.675,1.51715,0.7837,7.75425
31.4,1.13515,117.265,1.52115,0.7781,7.75325
31.4,1.14705,117.325,1.53385,0.78345,7.75225
31.514,1.13345,118.855,1.52575,0.77645,7.75335
31.473,1.13345,118.505,1.52375,0.7818,7.75335
31.51,1.13155,119.605,1.52415,0.77725,7.75405
31.568,1.13115,120.275,1.5219,0.76495,7.75425
31.46,1.14325,118.535,1.54125,0.77835,7.75465
31.581,1.13385,119.045,1.5443,0.7774,7.7566
31.475,1.13465,118.705,1.54755,0.78835,7.75505
31.435,1.13695,118.985,1.55475,0.7856,7.75505
31.4,1.11805,119.855,1.54055,0.77675,7.75555
31.397,1.11975,119.695,1.53805,0.7824,7.7548
31.4,1.11665,119.705,1.5349,0.7814,7.75535
31.463,1.1059,119.845,1.52515,0.78215,7.75625
31.446,1.10245,120.03,1.5248,0.78035,7.75605
31.528,1.08385,121.04,1.50665,0.7691,7.7598
31.549,1.08025,121.675,1.5083,0.76545,7.75845
31.652,1.06875,121.365,1.5078,0.76065,7.76065
31.7,1.05175,121.45,1.49305,0.76025,7.7649
31.596,1.06025,121.55,1.4862,0.7671,7.7646
31.643,1.05135,121.29,1.47545,0.7647,7.7649
31.632,1.05645,121.41,1.48245,0.7631,7.7632
31.544,1.05945,121.38,1.4759,0.7612,7.75825
31.435,1.07735,120.55,1.48995,0.77335,7.75725
31.454,1.06825,120.73,1.47645,0.76865,7.7578
31.445,1.08155,119.93,1.49365,0.78135,7.7561
31.372,1.09195,119.675,1.49355,0.78585,7.7548
31.309,1.09245,119.63,1.48555,0.7875,7.7548
31.304,1.09855,118.98,1.48885,0.78165,7.75425
31.274,1.08815,119.115,1.48495,0.77975,7.7533
31.285,1.08595,119.21,1.48535,0.7717,7.7542
31.29,1.07895,120.18,1.4777,0.76345,7.7547
31.279,1.07765,119.97,1.4858,0.76315,7.75505
31.236,1.07825,119.595,1.48365,0.75915,7.75325
30.99,1.09365,119.54,1.49115,0.77055,7.75205
31.095,1.08535,119.81,1.48415,0.76755,7.75155
31.107,1.07675,120.215,1.48695,0.76895,7.75025
31.157,1.06755,120.52,1.4715,0.76945,7.75025
31.29,1.05895,120.45,1.45925,0.7586,7.7501
31.256,1.05425,119.81,1.46575,0.75955,7.7504
31.265,1.0633,119.665,1.47525,0.75915,7.75035
31.189,1.06825,119.34,1.48315,0.77435,7.75115
31.1,1.0777,118.985,1.49365,0.77855,7.75155
31.023,1.0776,118.64,1.49555,0.78135,7.75015
31.09,1.07225,119.49,1.4884,0.7691,7.75015
31.058,1.07425,119.505,1.4945,0.77735,7.7501
31.087,1.0715,119.715,1.50345,0.77575,7.75005
30.934,1.08065,119.535,1.50505,0.7777,7.75005
30.57,1.08645,118.98,1.51835,0.78235,7.75055
30.545,1.08765,119.11,1.52335,0.78725,7.75035
30.504,1.0968,118.84,1.5346,0.7991,7.75035
30.8,1.1104,118.615,1.54225,0.79915,7.7505
30.729,1.11925,120.085,1.51515,0.7825,7.75315
30.699,1.11395,120.045,1.5129,0.7916,7.7519
30.653,1.12365,119.885,1.52135,0.79615,7.75185
30.699,1.13605,119.49,1.52495,0.799,7.7518
30.731,1.1227,119.88,1.54845,0.7913,7.7535
30.732,1.1141,119.945,1.5418,0.78895,7.75345
30.733,1.11785,120.25,1.55795,0.7936,7.75185
30.678,1.12505,119.875,1.56865,0.7976,7.7532
30.572,1.13595,119.2,1.57445,0.8121,7.7521
30.49,1.1403,119.45,1.57745,0.80495,7.7511
30.435,1.1429,119.68,1.57255,0.80145,7.7515
30.444,1.13155,119.935,1.56625,0.8002,7.75145
30.483,1.11385,120.94,1.5507,0.79215,7.7524
30.475,1.11195,121.045,1.55525,0.79065,7.7528
30.415,1.11425,120.79,1.5669,0.792,7.75185
30.5,1.09835,121.61,1.54765,0.7822,7.7517
30.548,1.09315,121.885,1.5446,0.78255,7.75215
30.686,1.09065,122.985,1.5416,0.77565,7.7526
30.735,1.09155,123.88,1.53635,0.76955,7.75365
30.65,1.09485,123.81,1.53265,0.7659,7.7528
30.744,1.09625,124.09,1.52995,0.7652,7.7521
30.902,1.09425,124.585,1.52155,0.76865,7.75585
30.81,1.11825,123.875,1.5364,0.78,7.7548
30.871,1.12645,124.32,1.53295,0.7726,7.7536
30.865,1.12245,124.44,1.53595,0.7704,7.75245
31.032,1.12585,124.74,1.53075,0.76925,7.7534
31.12,1.1323,124.425,1.53585,0.7691,7.75225
31.074,1.1295,122.985,1.5411,0.76995,7.752
30.911,1.1302,123.23,1.54935,0.77675,7.7524
30.887,1.12305,123.445,1.55085,0.7738,7.7526
30.981,1.1201,123.495,1.5537,0.77125,7.753
30.921,1.12745,123.61,1.56075,0.77545,7.7521
30.916,1.1256,123.56,1.56425,0.7724,7.7524
31.06,1.137,122.935,1.58375,0.77385,7.7528
30.741,1.1394,122.72,1.59005,0.77795,7.7517
30.85,1.1274,123.735,1.57775,0.7706,7.752
30.93,1.1196,123.99,1.57555,0.7723,7.7524
30.913,1.1205,123.6,1.56925,0.7741,7.7516
30.9,1.11885,123.34,1.57415,0.7718,7.7518
30.965,1.1014,122.48,1.57135,0.7634,7.7523
30.865,1.11885,122.325,1.5723,0.767,7.7521
30.863,1.11405,122.59,1.57005,0.7715,7.7523
30.908,1.1068,123.41,1.56105,0.7646,7.7517
30.894,1.1092,123.13,1.561,0.7586,7.7519
30.942,1.10335,122.235,1.55655,0.7471,7.753
30.967,1.1034,122.72,1.55945,0.74955,7.7547
31.029,1.10115,122.015,1.5438,0.74175,7.75455
31.047,1.1101,121.395,1.53845,0.74845,7.75315
30.977,1.11365,122.63,1.5503,0.7448,7.7512
31.021,1.10035,123.315,1.5479,0.7423,7.7522
31.012,1.09895,123.445,1.564,0.74645,7.7515
31.083,1.09185,123.88,1.5612,0.7354,7.7508
31.12,1.08945,124.02,1.56315,0.7417,7.7507
31.342,1.0858,124.19,1.55915,0.7379,7.7512
31.407,1.08485,124.335,1.55835,0.73735,7.7509
31.352,1.0941,123.755,1.56135,0.7406,7.7507
31.452,1.10015,123.715,1.56615,0.74115,7.7509
31.53,1.09495,123.96,1.54895,0.73045,7.7508
31.56,1.11005,123.335,1.55115,0.7287,7.7504
31.575,1.10595,123.665,1.5533,0.7297,7.751
31.523,1.10485,123.685,1.55985,0.73125,7.7508
31.601,1.0971,124.16,1.5606,0.7293,7.7512
31.682,1.09365,124.215,1.5564,0.7274,7.7524
31.705,1.096,124.17,1.56285,0.7289,7.7519
31.726,1.09735,123.975,1.56025,0.7382,7.7531
31.75,1.08635,124.405,1.55815,0.7368,7.7531
31.755,1.08975,124.855,1.56065,0.732,7.7509
31.77,1.09315,124.81,1.55,0.737,7.752
31.76,1.09725,124.485,1.5474,0.7376,7.75265
32.08,1.10435,124.845,1.5603,0.7348,7.75585
32.465,1.11365,124.425,1.5595,0.7309,7.7553
32.366,1.11185,124.545,1.5624,0.7351,7.75265
32.368,1.11365,124.355,1.5598,0.7374,7.7561
32.621,1.10855,124.465,1.5656,0.7364,7.7541
32.653,1.10885,124.225,1.5591,0.734,7.7547
32.668,1.10645,124.265,1.5682,0.7359,7.7531
32.678,1.11155,124.055,1.5665,0.7296,7.7515
32.876,1.12475,122.935,1.5717,0.7317,7.7516
32.96,1.14805,120.455,1.5691,0.7257,7.7537
32.879,1.15355,119.615,1.5778,0.7195,7.7515
32.765,1.14935,119.465,1.5674,0.7124,7.7511
32.77,1.13095,120.225,1.5491,0.713,7.7505
32.772,1.13005,120.815,1.5408,0.7169,7.7501
32.81,1.12235,121.095,1.5419,0.7129,7.7505
32.68,1.13085,119.885,1.5365,0.7091,7.75
32.762,1.12705,119.975,1.5301,0.7019,7.75
32.801,1.12335,120.335,1.5265,0.7021,7.7501
32.833,1.11545,119.055,1.5238,0.698,7.7501
32.935,1.11595,119.315,1.5229,0.6937,7.7501
33.003,1.11805,119.995,1.5347,0.6972,7.7503
32.775,1.11795,120.615,1.5393,0.7047,7.7505
32.856,1.11965,120.865,1.5375,0.7061,7.7504
32.71,1.12995,120.515,1.544,0.7047,7.75005
32.72,1.13395,120.175,1.5453,0.7102,7.7501
32.786,1.13115,119.475,1.5437,0.7122,7.75005
32.762,1.12605,120.345,1.5345,0.718,7.75005
32.662,1.13325,120.885,1.5518,0.7173,7.75025
32.663,1.14385,119.505,1.5608,0.7251,7.75015
32.939,1.13225,120.135,1.5558,0.717,7.75005
32.971,1.11675,120.045,1.5476,0.7134,7.75005
33.25,1.11205,120.295,1.5337,0.7043,7.75005
33.26,1.11965,120.115,1.5266,0.697,7.75005
33.292,1.11245,120.785,1.522,0.7016,7.75005
33.128,1.12285,120.085,1.5156,0.7016,7.75005
33.08,1.11485,120.125,1.5139,0.7067,7.75005
33.156,1.11705,120.075,1.5146,0.7035,7.75005
33.002,1.12615,120.175,1.5229,0.7092,7.7501
32.937,1.12105,120.245,1.5156,0.7107,7.75005
32.872,1.12365,119.975,1.5278,0.7208,7.75005
32.85,1.12915,119.835,1.5328,0.7186,7.75005
32.56,1.13755,120.165,1.5358,0.7359,7.75005
32.739,1.14025,119.695,1.5327,0.731,7.75005
32.742,1.14095,119.625,1.533,0.727,7.75005
32.457,1.14425,118.385,1.5472,0.7348,7.75005
32.505,1.13635,119.075,1.5466,0.7276,7.75005
32.418,1.13605,119.295,1.5472,0.73,7.75005
32.51,1.13575,119.585,1.5474,0.7282,7.75005
32.558,1.13715,119.895,1.5444,0.7212,7.75005
32.658,1.13105,119.645,1.5453,0.7215,7.75005
32.513,1.11195,120.375,1.54,0.7273,7.75005
32.708,1.10495,120.905,1.5335,0.7255,7.75005
32.676,1.10545,120.375,1.5347,0.7251,7.75005
32.686,1.10475,120.405,1.53,0.7128,7.75005
32.856,1.09265,120.725,1.5264,0.7105,7.75005
32.802,1.09945,120.745,1.5335,0.711,7.75005
32.721,1.10325,120.485,1.543,0.7143,7.75015
32.625,1.10175,120.685,1.5429,0.7202,7.75015
32.595,1.09305,121.075,1.5424,0.7213,7.75045
32.718,1.0858,121.725,1.5388,0.7135,7.75055
32.73,1.088,121.855,1.518,0.7155,7.75095
32.832,1.0769,123.385,1.5077,0.70585,7.75125
32.85,1.0748,123.315,1.5095,0.70545,7.75115
32.852,1.0749,123.005,1.5169,0.70585,7.75115
32.9,1.0746,122.905,1.5188,0.7133,7.7504
32.908,1.07735,122.725,1.5214,0.71305,7.75035
33.022,1.0752,122.775,1.5193,0.7126,7.75055
32.975,1.0653,123.205,1.5181,0.7084,7.75045
33.007,1.06665,123.255,1.5209,0.71055,7.75115
32.86,1.0675,123.245,1.528,0.71655,7.75025
32.73,1.0696,122.945,1.5284,0.72005,7.7503
32.778,1.06305,123.115,1.5161,0.718,7.75015
32.746,1.06375,122.625,1.5126,0.72125,7.75005
32.647,1.06825,122.285,1.5099,0.7276,7.75035
32.701,1.06095,122.585,1.5104,0.7224,7.75035
32.815,1.0625,122.325,1.5092,0.72105,7.75025
32.83,1.0588,122.835,1.5034,0.72055,7.75015
32.832,1.05815,122.915,1.5097,0.72745,7.75165
32.903,1.0629,123.085,1.5066,0.7317,7.7504
32.935,1.0579,123.465,1.4928,0.73235,7.7501
32.822,1.08795,122.775,1.5107,0.73335,7.75005
32.936,1.0843,123.335,1.5071,0.73135,7.75015
33.037,1.0877,123.055,1.5047,0.72355,7.75015
33.047,1.09125,122.815,1.5034,0.7219,7.7501
33.015,1.0989,121.715,1.5175,0.7296,7.75055
32.965,1.09535,121.955,1.5155,0.72565,7.7503
33.066,1.09645,121.265,1.5182,0.7209,7.75005
33.026,1.1037,120.775,1.5143,0.72415,7.7502
32.95,1.09305,121.915,1.504,0.71955,7.7504
33.035,1.0872,122.355,1.4953,0.7196,7.75175
33.117,1.0841,121.815,1.4918,0.71495,7.75195
33.085,1.0879,121.385,1.4919,0.71725,7.75235
33.09,1.09165,121.105,1.4891,0.72395,7.75295
33.1,1.0929,120.995,1.4849,0.7239,7.7506
33.002,1.09455,120.515,1.4893,0.72705,7.75075
33.005,1.0959,120.285,1.4933,0.72705,7.7511
33.02,1.0966,120.605,1.4924,0.7263,7.75085
33.035,1.09755,120.355,1.4899,0.7274,7.75015
33.05,1.09395,120.415,1.4817,0.7289,7.7504
33.066,1.092,120.405,1.4826,0.73075,7.75025
33.236,1.09265,118.855,1.476,0.7213,7.75085
33.27,1.0815,119.255,1.4713,0.72075,7.751
33.453,1.07355,118.635,1.4636,0.7102,7.7515
33.53,1.07785,118.095,1.4593,0.70555,7.7522
33.501,1.0893,118.265,1.4616,0.7034,7.7576
33.651,1.0887,117.575,1.4544,0.6983,7.76305
33.667,1.0892,117.35,1.45235,0.69505,7.75875
33.625,1.0811,118.355,1.4421,0.70395,7.75975
33.742,1.08675,118.0,1.44095,0.6956,7.76995
33.802,1.08835,117.61,1.4393,0.692,7.7924
33.818,1.08835,117.245,1.4297,0.6902,7.79725
33.82,1.08755,117.945,1.43,0.692,7.80775
33.826,1.09505,116.725,1.4168,0.6867,7.81925
33.838,1.08935,117.065,1.4167,0.6914,7.81595
33.705,1.08315,118.105,1.4232,0.7019,7.79105
33.622,1.08245,118.415,1.4258,0.6982,7.78795
